instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,is_weekend,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos,morning_rush,evening_rush,midday_rest,workingday_morning_rush,workingday_evening_rush,non_workingday_midday,time_period,temp_hum_interaction,comfort,is_bad_weather,casual_lag1,casual_lag24,casual_roll3,casual_roll24,registered_lag1,registered_lag24,registered_roll3,registered_roll24,cnt_lag1,cnt_lag24,cnt_roll3,cnt_roll24
5197,2011-08-09,3,0,8,10,0,2,1,2,0.8,0.59,0.2239,55,89,144,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Morning,0.472,0.32800000000000007,0,34.0,62.0,34.666666666666664,36.208333333333336,141.0,62.0,268.6666666666667,150.0,175.0,124.0,303.3333333333333,186.20833333333334
5198,2011-08-09,3,0,8,11,0,2,1,1,0.8,0.59,0.2239,61,88,149,0,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Morning,0.472,0.32800000000000007,0,55.0,90.0,43.0,35.916666666666664,89.0,89.0,194.0,151.125,144.0,179.0,237.0,187.04166666666666
5199,2011-08-09,3,0,8,12,0,2,1,1,0.82,0.56,0.194,60,125,185,0,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,Afternoon,0.4592,0.36079999999999995,0,61.0,48.0,50.0,34.708333333333336,88.0,134.0,106.0,151.08333333333334,149.0,182.0,156.0,185.79166666666666
5200,2011-08-09,3,0,8,13,0,2,1,1,0.84,0.49,0.1642,48,127,175,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,Afternoon,0.41159999999999997,0.4284,0,60.0,43.0,58.666666666666664,35.208333333333336,125.0,108.0,100.66666666666667,150.70833333333334,185.0,151.0,159.33333333333334,185.91666666666666
5201,2011-08-09,3,0,8,14,0,2,1,1,0.86,0.44,0.2836,53,95,148,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,Afternoon,0.3784,0.48160000000000003,0,48.0,41.0,56.333333333333336,35.416666666666664,127.0,109.0,113.33333333333333,151.5,175.0,150.0,169.66666666666666,186.91666666666666
5202,2011-08-09,3,0,8,15,0,2,1,1,0.86,0.39,0.2836,58,106,164,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Afternoon,0.33540000000000003,0.5246,0,53.0,40.0,53.666666666666664,35.916666666666664,95.0,86.0,115.66666666666667,150.91666666666666,148.0,126.0,169.33333333333334,186.83333333333334
5203,2011-08-09,3,0,8,16,0,2,1,1,0.86,0.39,0.2985,57,228,285,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Afternoon,0.33540000000000003,0.5246,0,58.0,64.0,53.0,36.666666666666664,106.0,218.0,109.33333333333333,151.75,164.0,282.0,162.33333333333334,188.41666666666666
5204,2011-08-09,3,0,8,17,0,2,1,1,0.8,0.55,0.1642,79,453,532,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,Evening,0.44000000000000006,0.36,0,57.0,67.0,56.0,36.375,228.0,460.0,143.0,152.16666666666666,285.0,527.0,199.0,188.54166666666666
5205,2011-08-09,3,0,8,18,0,2,1,1,0.8,0.55,0.194,97,488,585,0,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,Evening,0.44000000000000006,0.36,0,79.0,64.0,64.66666666666667,36.875,453.0,465.0,262.3333333333333,151.875,532.0,529.0,327.0,188.75
5206,2011-08-09,3,0,8,19,0,2,1,1,0.8,0.49,0.1045,69,302,371,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,Evening,0.392,0.40800000000000003,0,97.0,64.0,77.66666666666667,38.25,488.0,352.0,389.6666666666667,152.83333333333334,585.0,416.0,467.3333333333333,191.08333333333334
5207,2011-08-09,3,0,8,20,0,2,1,1,0.8,0.43,0.194,34,258,292,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Evening,0.34400000000000003,0.45600000000000007,0,69.0,71.0,81.66666666666667,38.458333333333336,302.0,215.0,414.3333333333333,150.75,371.0,286.0,496.0,189.20833333333334
5208,2011-08-09,3,0,8,21,0,2,1,1,0.78,0.46,0.2537,46,184,230,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Evening,0.3588,0.4212,0,34.0,30.0,66.66666666666667,36.916666666666664,258.0,156.0,349.3333333333333,152.54166666666666,292.0,186.0,416.0,189.45833333333334
5209,2011-08-09,3,0,8,22,0,2,1,1,0.78,0.46,0.2985,28,127,155,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Late Night,0.3588,0.4212,0,46.0,26.0,49.666666666666664,37.583333333333336,184.0,121.0,248.0,153.70833333333334,230.0,147.0,297.6666666666667,191.29166666666666
5210,2011-08-09,3,0,8,23,0,2,1,1,0.76,0.48,0.2836,22,53,75,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Late Night,0.3648,0.3952,0,28.0,19.0,36.0,37.666666666666664,127.0,53.0,189.66666666666666,153.95833333333334,155.0,72.0,225.66666666666666,191.625
5211,2011-08-10,3,0,8,0,0,3,1,1,0.74,0.51,0.2239,19,18,37,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.3774,0.3626,0,22.0,10.0,32.0,37.791666666666664,53.0,25.0,121.33333333333333,153.95833333333334,75.0,35.0,153.33333333333334,191.75
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.54,0.194,7,10,17,0,0.25881904510252074,0.9659258262890683,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.38880000000000003,0.33119999999999994,0,19.0,5.0,23.0,38.166666666666664,18.0,9.0,66.0,153.66666666666666,37.0,14.0,89.0,191.83333333333334
5213,2011-08-10,3,0,8,2,0,3,1,1,0.72,0.54,0.1642,1,10,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.38880000000000003,0.33119999999999994,0,7.0,9.0,16.0,38.25,10.0,3.0,27.0,153.70833333333334,17.0,12.0,43.0,191.95833333333334
5214,2011-08-10,3,0,8,3,0,3,1,1,0.7,0.58,0.1642,1,3,4,0,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.40599999999999997,0.294,0,1.0,0.0,9.0,37.916666666666664,10.0,3.0,12.666666666666666,154.0,11.0,3.0,21.666666666666668,191.91666666666666
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.54,0.1343,1,4,5,0,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.378,0.32199999999999995,0,1.0,1.0,3.0,37.958333333333336,3.0,6.0,7.666666666666667,154.0,4.0,7.0,10.666666666666666,191.95833333333334
5216,2011-08-10,3,0,8,5,0,3,1,1,0.68,0.61,0.0896,2,30,32,0,0.9659258262890683,0.25881904510252074,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Night,0.4148,0.26520000000000005,0,1.0,5.0,1.0,37.958333333333336,4.0,25.0,5.666666666666667,153.91666666666666,5.0,30.0,6.666666666666667,191.875
5217,2011-08-10,3,0,8,6,0,3,1,1,0.68,0.61,0.0,9,110,119,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Morning,0.4148,0.26520000000000005,0,2.0,6.0,1.3333333333333333,37.833333333333336,30.0,95.0,12.333333333333334,154.125,32.0,101.0,13.666666666666666,191.95833333333334
5218,2011-08-10,3,0,8,7,0,3,1,1,0.7,0.58,0.0896,16,289,305,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0,Morning,0.40599999999999997,0.294,0,9.0,30.0,4.0,37.958333333333336,110.0,313.0,48.0,154.75,119.0,343.0,52.0,192.70833333333334
5219,2011-08-10,3,0,8,8,0,3,1,1,0.74,0.51,0.194,38,361,399,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0,Morning,0.3774,0.3626,0,16.0,40.0,9.0,37.375,289.0,352.0,143.0,153.75,305.0,392.0,152.0,191.125
5220,2011-08-10,3,0,8,9,0,3,1,1,0.76,0.48,0.2239,32,148,180,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0,Morning,0.3648,0.3952,0,38.0,34.0,21.0,37.291666666666664,361.0,141.0,253.33333333333334,154.125,399.0,175.0,274.3333333333333,191.41666666666666
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.43,0.2239,41,72,113,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Morning,0.34400000000000003,0.45600000000000007,0,32.0,55.0,28.666666666666668,37.208333333333336,148.0,89.0,266.0,154.41666666666666,180.0,144.0,294.6666666666667,191.625
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.41,0.3881,54,95,149,0,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Morning,0.328,0.4720000000000001,0,41.0,61.0,37.0,36.625,72.0,88.0,193.66666666666666,153.70833333333334,113.0,149.0,230.66666666666666,190.33333333333334
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.38,0.2985,74,166,240,0,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,Afternoon,0.3116,0.5084,0,54.0,60.0,42.333333333333336,36.333333333333336,95.0,125.0,105.0,154.0,149.0,185.0,147.33333333333334,190.33333333333334
5224,2011-08-10,3,0,8,13,0,3,1,1,0.82,0.38,0.2836,41,150,191,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,Afternoon,0.3116,0.5084,0,74.0,48.0,56.333333333333336,36.916666666666664,166.0,127.0,111.0,155.70833333333334,240.0,175.0,167.33333333333334,192.625
5225,2011-08-10,3,0,8,14,0,3,1,1,0.84,0.34,0.3284,62,116,178,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,Afternoon,0.2856,0.5543999999999999,0,41.0,53.0,56.333333333333336,36.625,150.0,95.0,137.0,156.66666666666666,191.0,148.0,193.33333333333334,193.29166666666666
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.3,0.3284,53,141,194,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Afternoon,0.258,0.602,0,62.0,58.0,59.0,37.0,116.0,106.0,144.0,157.54166666666666,178.0,164.0,203.0,194.54166666666666
5227,2011-08-10,3,0,8,16,0,3,1,1,0.86,0.26,0.2985,76,206,282,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Afternoon,0.2236,0.6364,0,53.0,57.0,52.0,36.791666666666664,141.0,228.0,135.66666666666666,159.0,194.0,285.0,187.66666666666666,195.79166666666666
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.26,0.2985,71,513,584,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,1,0,Evening,0.2184,0.6215999999999999,0,76.0,79.0,63.666666666666664,37.583333333333336,206.0,453.0,154.33333333333334,158.08333333333334,282.0,532.0,218.0,195.66666666666666
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.28,0.2985,70,489,559,0,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,1,0,Evening,0.2296,0.5903999999999999,0,71.0,97.0,66.66666666666667,37.25,513.0,488.0,286.6666666666667,160.58333333333334,584.0,585.0,353.3333333333333,197.83333333333334
5230,2011-08-10,3,0,8,19,0,3,1,1,0.8,0.26,0.2537,79,334,413,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,1,0,Evening,0.20800000000000002,0.592,0,70.0,69.0,72.33333333333333,36.125,489.0,302.0,402.6666666666667,160.625,559.0,371.0,475.0,196.75
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.31,0.1343,59,253,312,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Evening,0.2356,0.5244,0,79.0,34.0,73.33333333333333,36.541666666666664,334.0,258.0,445.3333333333333,161.95833333333334,413.0,292.0,518.6666666666666,198.5
5232,2011-08-10,3,0,8,21,0,3,1,1,0.76,0.33,0.1045,47,162,209,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Evening,0.2508,0.5092,0,59.0,46.0,69.33333333333333,37.583333333333336,253.0,184.0,358.6666666666667,161.75,312.0,230.0,428.0,199.33333333333334
5233,2011-08-10,3,0,8,22,0,3,1,1,0.74,0.37,0.0,17,122,139,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Late Night,0.2738,0.4662,0,47.0,28.0,61.666666666666664,37.625,162.0,127.0,249.66666666666666,160.83333333333334,209.0,155.0,311.3333333333333,198.45833333333334
5234,2011-08-10,3,0,8,23,0,3,1,1,0.74,0.37,0.0896,14,94,108,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,Late Night,0.2738,0.4662,0,17.0,22.0,41.0,37.166666666666664,122.0,53.0,179.0,160.625,139.0,75.0,220.0,197.79166666666666
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.45,0.1045,6,40,46,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.315,0.385,0,14.0,19.0,26.0,36.833333333333336,94.0,18.0,126.0,162.33333333333334,108.0,37.0,152.0,199.16666666666666
5236,2011-08-11,3,0,8,1,0,4,1,1,0.7,0.45,0.1343,9,17,26,0,0.25881904510252074,0.9659258262890683,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.315,0.385,0,6.0,7.0,12.333333333333334,36.291666666666664,40.0,10.0,85.33333333333333,163.25,46.0,17.0,97.66666666666667,199.54166666666666
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.54,0.1343,3,8,11,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.35640000000000005,0.3036,0,9.0,1.0,9.666666666666666,36.375,17.0,10.0,50.333333333333336,163.54166666666666,26.0,11.0,60.0,199.91666666666666
5238,2011-08-11,3,0,8,3,0,4,1,1,0.64,0.57,0.1343,2,7,9,0,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.36479999999999996,0.27520000000000006,0,3.0,1.0,6.0,36.458333333333336,8.0,3.0,21.666666666666668,163.45833333333334,11.0,4.0,27.666666666666668,199.91666666666666
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.57,0.1642,1,4,5,0,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.36479999999999996,0.27520000000000006,0,2.0,1.0,4.666666666666667,36.5,7.0,4.0,10.666666666666666,163.625,9.0,5.0,15.333333333333334,200.125
5240,2011-08-11,3,0,8,5,0,4,1,1,0.64,0.61,0.194,2,23,25,0,0.9659258262890683,0.25881904510252074,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Night,0.3904,0.24960000000000002,0,1.0,2.0,2.0,36.5,4.0,30.0,6.333333333333333,163.625,5.0,32.0,8.333333333333334,200.125
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.65,0.1642,5,101,106,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Morning,0.403,0.217,0,2.0,9.0,1.6666666666666667,36.5,23.0,110.0,11.333333333333334,163.33333333333334,25.0,119.0,13.0,199.83333333333334
5242,2011-08-11,3,0,8,7,0,4,1,1,0.66,0.54,0.1343,15,292,307,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,Morning,0.35640000000000005,0.3036,0,5.0,16.0,2.6666666666666665,36.333333333333336,101.0,289.0,42.666666666666664,162.95833333333334,106.0,305.0,45.333333333333336,199.29166666666666
5243,2011-08-11,3,0,8,8,0,4,1,1,0.7,0.45,0.1642,29,361,390,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,Morning,0.315,0.385,0,15.0,38.0,7.333333333333333,36.291666666666664,292.0,361.0,138.66666666666666,163.08333333333334,307.0,399.0,146.0,199.375
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.39,0.2239,31,166,197,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,Morning,0.2808,0.4392,0,29.0,32.0,16.333333333333332,35.916666666666664,361.0,148.0,251.33333333333334,163.08333333333334,390.0,180.0,267.6666666666667,199.0
5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.37,0.2537,36,96,132,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Morning,0.2738,0.4662,0,31.0,41.0,25.0,35.875,166.0,72.0,273.0,163.83333333333334,197.0,113.0,298.0,199.70833333333334
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.35,0.2537,59,128,187,0,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Morning,0.26599999999999996,0.49400000000000005,0,36.0,54.0,32.0,35.666666666666664,96.0,95.0,207.66666666666666,164.83333333333334,132.0,149.0,239.66666666666666,200.5
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.31,0.2537,50,164,214,0,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,Afternoon,0.24180000000000001,0.5382,0,59.0,74.0,42.0,35.875,128.0,166.0,130.0,166.20833333333334,187.0,240.0,172.0,202.08333333333334
5248,2011-08-11,3,0,8,13,0,4,1,1,0.76,0.31,0.2239,51,166,217,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,Afternoon,0.2356,0.5244,0,50.0,41.0,48.333333333333336,34.875,164.0,150.0,129.33333333333334,166.125,214.0,191.0,177.66666666666666,201.0
5249,2011-08-11,3,0,8,14,0,4,1,1,0.8,0.29,0.0,39,103,142,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,Afternoon,0.23199999999999998,0.568,0,51.0,62.0,53.333333333333336,35.291666666666664,166.0,116.0,152.66666666666666,166.79166666666666,217.0,178.0,206.0,202.08333333333334
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.29,0.2985,52,126,178,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Afternoon,0.23199999999999998,0.568,0,39.0,53.0,46.666666666666664,34.333333333333336,103.0,141.0,144.33333333333334,166.25,142.0,194.0,191.0,200.58333333333334
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.27,0.194,57,241,298,0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Afternoon,0.21600000000000003,0.584,0,52.0,76.0,47.333333333333336,34.291666666666664,126.0,206.0,131.66666666666666,165.625,178.0,282.0,179.0,199.91666666666666
5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.29,0.2537,96,486,582,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,Evening,0.23199999999999998,0.568,0,57.0,71.0,49.333333333333336,33.5,241.0,513.0,156.66666666666666,167.08333333333334,298.0,584.0,206.0,200.58333333333334
5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.29,0.0896,74,497,571,0,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,Evening,0.22619999999999998,0.5538,0,96.0,70.0,68.33333333333333,34.541666666666664,486.0,489.0,284.3333333333333,165.95833333333334,582.0,559.0,352.6666666666667,200.5
5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.35,0.194,48,323,371,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,Evening,0.259,0.481,0,74.0,79.0,75.66666666666667,34.708333333333336,497.0,334.0,408.0,166.29166666666666,571.0,413.0,483.6666666666667,201.0
5255,2011-08-11,3,0,8,20,0,4,1,1,0.72,0.37,0.1343,56,232,288,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Evening,0.26639999999999997,0.4536,0,48.0,59.0,72.66666666666667,33.416666666666664,323.0,253.0,435.3333333333333,165.83333333333334,371.0,312.0,508.0,199.25
5256,2011-08-11,3,0,8,21,0,4,1,1,0.7,0.48,0.0896,35,171,206,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Evening,0.33599999999999997,0.364,0,56.0,47.0,59.333333333333336,33.291666666666664,232.0,162.0,350.6666666666667,164.95833333333334,288.0,209.0,410.0,198.25
5257,2011-08-11,3,0,8,22,0,4,1,1,0.7,0.48,0.0,34,123,157,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Late Night,0.33599999999999997,0.364,0,35.0,17.0,46.333333333333336,32.791666666666664,171.0,122.0,242.0,165.33333333333334,206.0,139.0,288.3333333333333,198.125
5258,2011-08-11,3,0,8,23,0,4,1,1,0.66,0.5,0.1642,22,105,127,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,Late Night,0.33,0.33,0,34.0,14.0,41.666666666666664,33.5,123.0,94.0,175.33333333333334,165.375,157.0,108.0,217.0,198.875
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.53,0.1642,12,53,65,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.3392,0.3008,0,22.0,6.0,30.333333333333332,33.833333333333336,105.0,40.0,133.0,165.83333333333334,127.0,46.0,163.33333333333334,199.66666666666666
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.53,0.1343,4,19,23,0,0.25881904510252074,0.9659258262890683,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.3392,0.3008,0,12.0,9.0,22.666666666666668,34.083333333333336,53.0,17.0,93.66666666666667,166.375,65.0,26.0,116.33333333333333,200.45833333333334
5261,2011-08-12,3,0,8,2,0,5,1,1,0.62,0.57,0.194,0,15,15,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.3534,0.2666,0,4.0,3.0,12.666666666666666,33.875,19.0,8.0,59.0,166.45833333333334,23.0,11.0,71.66666666666667,200.33333333333334
5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.53,0.1642,0,9,9,0,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.3286,0.2914,0,0.0,2.0,5.333333333333333,33.75,15.0,7.0,29.0,166.75,15.0,9.0,34.333333333333336,200.5
5263,2011-08-12,3,0,8,4,0,5,1,1,0.62,0.53,0.1343,0,5,5,0,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.3286,0.2914,0,0.0,1.0,1.3333333333333333,33.666666666666664,9.0,4.0,14.333333333333334,166.83333333333334,9.0,5.0,15.666666666666666,200.5
5264,2011-08-12,3,0,8,5,0,5,1,1,0.6,0.56,0.1343,2,24,26,0,0.9659258262890683,0.25881904510252074,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Night,0.336,0.26399999999999996,0,0.0,2.0,0.0,33.625,5.0,23.0,9.666666666666666,166.875,5.0,25.0,9.666666666666666,200.5
5265,2011-08-12,3,0,8,6,0,5,1,1,0.62,0.5,0.1343,3,73,76,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,Morning,0.31,0.31,0,2.0,5.0,0.6666666666666666,33.625,24.0,101.0,12.666666666666666,166.91666666666666,26.0,106.0,13.333333333333334,200.54166666666666
