season,yr,mnth,hr,holiday,weekday,workingday,weathersit,time_period,temp,hum,hr_sin,hr_cos,evening_rush,midday_rest,workingday_morning_rush,workingday_evening_rush,temp_hum_interaction,comfort,casual_lag1,casual_lag24,casual_roll3,casual_roll24,registered_lag1,registered_lag24,registered_roll3,registered_roll24,cnt_lag1,cnt_lag24,cnt_roll3,cnt_roll24
2,0,4,4,0,6,0,2,Night,0.36,0.87,0.8660254037844386,0.5000000000000001,0,0,0,0,0.3132,0.0468,5.0,0.0,5.0,26.83333333333333,9.0,3.0,18.666666666666668,105.54166666666669,14.0,3.0,23.666666666666668,132.375
2,0,4,5,0,6,0,2,Night,0.38,0.87,0.9659258262890684,0.2588190451025207,0,0,0,0,0.3306,0.0494,1.0,2.0,3.6666666666666665,26.875,4.0,11.0,10.666666666666666,105.58333333333331,5.0,13.0,14.333333333333334,132.45833333333334
2,0,4,6,0,6,0,3,Morning,0.4,0.82,1.0,6.123233995736766e-17,0,0,0,0,0.328,0.072,1.0,5.0,2.333333333333333,26.83333333333333,3.0,42.0,5.333333333333333,105.25,4.0,47.0,7.666666666666667,132.08333333333334
2,0,4,7,0,6,0,2,Morning,0.4,0.82,0.9659258262890684,-0.2588190451025206,0,0,0,0,0.328,0.072,1.0,10.0,1.0,26.666666666666668,9.0,139.0,5.333333333333333,103.875,10.0,149.0,6.333333333333333,130.54166666666666
2,0,4,8,0,6,0,3,Morning,0.4,0.87,0.8660254037844387,-0.4999999999999998,0,0,0,0,0.348,0.052,3.0,21.0,1.6666666666666667,26.375,18.0,279.0,10.0,98.83333333333331,21.0,300.0,11.666666666666666,125.20833333333331
2,0,4,9,0,6,0,3,Morning,0.4,1.0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0.4,0.0,7.0,16.0,3.6666666666666665,25.791666666666668,38.0,162.0,21.666666666666668,88.79166666666667,45.0,178.0,25.33333333333333,114.58333333333331
2,0,4,10,0,6,0,3,Morning,0.42,0.94,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.3948,0.0252,2.0,31.0,4.0,25.20833333333333,27.0,91.0,27.666666666666668,83.16666666666667,29.0,122.0,31.666666666666668,108.375
2,0,4,11,0,6,0,3,Morning,0.42,0.94,0.258819045102521,-0.9659258262890682,0,0,0,0,0.3948,0.0252,1.0,41.0,3.333333333333333,23.95833333333333,21.0,95.0,28.666666666666668,80.25,22.0,136.0,32.0,104.20833333333331
2,0,4,12,0,6,0,2,Afternoon,0.46,0.88,1.2246467991473532e-16,-1.0,0,1,0,0,0.4048,0.0552,4.0,45.0,2.333333333333333,22.416666666666668,27.0,155.0,25.0,77.41666666666667,31.0,200.0,27.33333333333333,99.83333333333331
2,0,4,13,0,6,0,3,Afternoon,0.46,0.94,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.4324,0.0276,6.0,47.0,3.6666666666666665,20.791666666666668,26.0,133.0,24.666666666666668,72.04166666666667,32.0,180.0,28.33333333333333,92.83333333333331
2,0,4,14,0,6,0,3,Afternoon,0.52,0.83,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.4316,0.0884,9.0,57.0,6.333333333333333,19.20833333333333,49.0,106.0,34.0,68.54166666666667,58.0,163.0,40.333333333333336,87.75
2,0,4,15,0,6,0,3,Afternoon,0.52,0.83,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.4316,0.0884,14.0,50.0,9.666666666666666,17.416666666666668,49.0,112.0,41.333333333333336,66.16666666666667,63.0,162.0,51.0,83.58333333333333
2,0,4,16,0,6,0,3,Afternoon,0.5,0.88,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.44,0.06,16.0,70.0,13.0,16.0,62.0,173.0,53.333333333333336,64.08333333333333,78.0,243.0,66.33333333333333,80.08333333333333
2,0,4,17,0,6,0,3,Evening,0.5,0.88,-0.9659258262890684,-0.2588190451025206,1,0,0,0,0.44,0.06,6.0,64.0,12.0,13.333333333333334,27.0,267.0,46.0,58.0,33.0,331.0,58.0,71.33333333333333
2,0,4,18,0,6,0,2,Evening,0.5,0.94,-1.0,-1.8369701987210294e-16,1,0,0,0,0.47,0.03,1.0,47.0,7.666666666666667,10.708333333333334,14.0,216.0,34.333333333333336,47.458333333333336,15.0,263.0,42.0,58.16666666666666
2,0,4,19,0,6,0,2,Evening,0.52,0.94,-0.9659258262890684,0.2588190451025203,1,0,0,0,0.4888,0.0312,6.0,41.0,4.333333333333333,9.0,32.0,168.0,24.33333333333333,39.79166666666666,38.0,209.0,28.666666666666668,48.79166666666666
2,0,4,20,0,6,0,3,Evening,0.44,0.94,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.4135999999999999,0.0264,9.0,26.0,5.333333333333333,7.666666666666667,62.0,92.0,36.0,35.375,71.0,118.0,41.333333333333336,43.04166666666666
2,0,4,21,0,6,0,2,Evening,0.44,0.94,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.4135999999999999,0.0264,4.0,25.0,6.333333333333333,6.75,49.0,77.0,47.66666666666666,33.583333333333336,53.0,102.0,54.0,40.333333333333336
2,0,4,22,0,6,0,3,Late Night,0.42,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.42,0.0,1.0,16.0,4.666666666666667,5.75,13.0,64.0,41.333333333333336,30.916666666666668,14.0,80.0,46.0,36.66666666666666
2,0,4,23,0,6,0,2,Late Night,0.44,0.77,-0.2588190451025215,0.965925826289068,0,0,0,0,0.3388,0.1012,2.0,8.0,2.333333333333333,5.166666666666667,22.0,56.0,28.0,29.166666666666668,24.0,64.0,30.33333333333333,34.333333333333336
2,0,4,0,0,0,0,2,Night,0.44,0.77,0.0,1.0,0,0,0,0,0.3388,0.1012,5.0,7.0,2.6666666666666665,5.041666666666667,30.0,36.0,21.666666666666668,28.08333333333333,35.0,43.0,24.33333333333333,33.125
2,0,4,1,0,0,0,1,Night,0.42,0.67,0.2588190451025207,0.9659258262890684,0,0,0,0,0.2814,0.1385999999999999,4.0,5.0,3.6666666666666665,4.916666666666667,29.0,28.0,27.0,27.791666666666668,33.0,33.0,30.666666666666668,32.708333333333336
2,0,4,2,0,0,0,1,Night,0.4,0.62,0.4999999999999999,0.8660254037844387,0,0,0,0,0.248,0.152,6.0,5.0,5.0,4.958333333333333,25.0,19.0,28.0,27.666666666666668,31.0,24.0,33.0,32.625
2,0,4,3,0,0,0,1,Night,0.4,0.66,0.7071067811865475,0.7071067811865476,0,0,0,0,0.264,0.1359999999999999,4.0,5.0,4.666666666666667,4.916666666666667,25.0,9.0,26.33333333333333,27.916666666666668,29.0,14.0,31.0,32.833333333333336
2,0,4,4,0,0,0,1,Night,0.36,0.76,0.8660254037844386,0.5000000000000001,0,0,0,0,0.2736,0.0863999999999999,12.0,1.0,7.333333333333333,5.208333333333333,13.0,4.0,21.0,28.08333333333333,25.0,5.0,28.33333333333333,33.291666666666664
2,0,4,5,0,0,0,1,Night,0.36,0.71,0.9659258262890684,0.2588190451025207,0,0,0,0,0.2556,0.1044,2.0,1.0,6.0,5.25,5.0,3.0,14.333333333333334,28.125,7.0,4.0,20.33333333333333,33.375
2,0,4,6,0,0,0,1,Morning,0.36,0.66,1.0,6.123233995736766e-17,0,0,0,0,0.2376,0.1223999999999999,2.0,1.0,5.333333333333333,5.291666666666667,1.0,9.0,6.333333333333333,28.041666666666668,3.0,10.0,11.666666666666666,33.333333333333336
2,0,4,7,0,0,0,1,Morning,0.36,0.5,0.9659258262890684,-0.2588190451025206,0,0,0,0,0.18,0.18,3.0,3.0,2.333333333333333,5.375,5.0,18.0,3.6666666666666665,27.875,8.0,21.0,6.0,33.25
2,0,4,8,0,0,0,1,Morning,0.38,0.46,0.8660254037844387,-0.4999999999999998,0,0,0,0,0.1748,0.2052,2.0,7.0,2.333333333333333,5.333333333333333,14.0,38.0,6.666666666666667,27.70833333333333,16.0,45.0,9.0,33.041666666666664
2,0,4,9,0,0,0,1,Morning,0.4,0.43,0.7071067811865476,-0.7071067811865475,0,0,0,0,0.172,0.228,7.0,2.0,4.0,5.333333333333333,36.0,27.0,18.33333333333333,27.625,43.0,29.0,22.33333333333333,32.958333333333336
2,0,4,10,0,0,0,1,Morning,0.42,0.44,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.1848,0.2352,31.0,1.0,13.333333333333334,6.541666666666667,71.0,21.0,40.333333333333336,29.45833333333333,102.0,22.0,53.66666666666666,36.0
2,0,4,11,0,0,0,1,Morning,0.46,0.41,0.258819045102521,-0.9659258262890682,0,0,0,0,0.1886,0.2714,91.0,4.0,43.0,10.291666666666666,120.0,27.0,75.66666666666667,33.583333333333336,211.0,31.0,118.66666666666669,43.875
2,0,4,12,0,0,0,1,Afternoon,0.46,0.38,1.2246467991473532e-16,-1.0,0,1,0,0,0.1748,0.2852,119.0,6.0,80.33333333333333,15.083333333333334,185.0,26.0,125.33333333333331,40.16666666666666,304.0,32.0,205.66666666666663,55.25
2,0,4,13,0,0,0,1,Afternoon,0.5,0.34,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.17,0.3299999999999999,167.0,9.0,125.66666666666669,21.791666666666668,187.0,49.0,164.0,46.875,354.0,58.0,289.6666666666667,68.66666666666667
2,0,4,14,0,0,0,1,Afternoon,0.52,0.34,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.1768,0.3431999999999999,181.0,14.0,155.66666666666666,28.95833333333333,162.0,49.0,178.0,51.583333333333336,343.0,63.0,333.6666666666667,80.54166666666667
2,0,4,15,0,0,0,1,Afternoon,0.54,0.32,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.1728,0.3671999999999999,170.0,16.0,172.66666666666666,35.458333333333336,191.0,62.0,180.0,57.5,361.0,78.0,352.6666666666667,92.95833333333331
2,0,4,16,0,0,0,1,Afternoon,0.54,0.3,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.162,0.378,179.0,6.0,176.66666666666666,42.25,209.0,27.0,187.33333333333331,63.625,388.0,33.0,364.0,105.875
2,0,4,17,0,0,0,1,Evening,0.56,0.3,-0.9659258262890684,-0.2588190451025206,1,0,0,0,0.168,0.392,161.0,1.0,170.0,48.708333333333336,182.0,14.0,194.0,70.08333333333333,343.0,15.0,364.0,118.79166666666669
2,0,4,18,0,0,0,1,Evening,0.56,0.3,-1.0,-1.8369701987210294e-16,1,0,0,0,0.168,0.392,143.0,6.0,161.0,54.625,163.0,32.0,184.66666666666663,76.29166666666667,306.0,38.0,345.6666666666667,130.91666666666666
2,0,4,19,0,0,0,1,Evening,0.56,0.3,-0.9659258262890684,0.2588190451025203,1,0,0,0,0.168,0.392,102.0,9.0,135.33333333333334,58.625,175.0,62.0,173.33333333333334,82.25,277.0,71.0,308.6666666666667,140.875
2,0,4,20,0,0,0,1,Evening,0.52,0.36,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.1872,0.3328,75.0,4.0,106.66666666666669,61.375,135.0,49.0,157.66666666666666,85.29166666666667,210.0,53.0,264.3333333333333,146.66666666666666
2,0,4,21,0,0,0,1,Evening,0.5,0.42,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.21,0.29,44.0,1.0,73.66666666666667,63.04166666666666,97.0,13.0,135.66666666666666,87.29166666666667,141.0,14.0,209.33333333333331,150.33333333333334
2,0,4,22,0,0,0,1,Late Night,0.5,0.39,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.195,0.305,13.0,2.0,44.0,63.54166666666666,70.0,22.0,100.66666666666669,89.66666666666667,83.0,24.0,144.66666666666666,153.20833333333334
2,0,4,23,0,0,0,1,Late Night,0.44,0.67,-0.2588190451025215,0.965925826289068,0,0,0,0,0.2948,0.1452,21.0,5.0,26.0,64.33333333333333,49.0,30.0,72.0,90.79166666666669,70.0,35.0,98.0,155.125
2,0,4,0,0,1,1,1,Night,0.46,0.47,0.0,1.0,0,0,0,0,0.2162,0.2438,19.0,4.0,17.666666666666668,64.91666666666667,37.0,29.0,52.0,91.08333333333331,56.0,33.0,69.66666666666667,156.0
2,0,4,1,0,1,1,1,Night,0.46,0.47,0.2588190451025207,0.9659258262890684,0,0,0,0,0.2162,0.2438,15.0,6.0,18.33333333333333,65.375,24.0,25.0,36.66666666666666,90.875,39.0,31.0,55.0,156.25
2,0,4,2,0,1,1,1,Night,0.42,0.67,0.4999999999999999,0.8660254037844387,0,0,0,0,0.2814,0.1385999999999999,11.0,4.0,15.0,65.58333333333333,8.0,25.0,23.0,90.16666666666669,19.0,29.0,38.0,155.75
2,0,4,3,0,1,1,1,Night,0.42,0.62,0.7071067811865475,0.7071067811865476,0,0,0,0,0.2603999999999999,0.1596,14.0,12.0,13.333333333333334,66.0,2.0,13.0,11.333333333333334,89.20833333333333,16.0,25.0,24.666666666666668,155.20833333333334
2,0,4,4,0,1,1,1,Night,0.4,0.87,0.8660254037844386,0.5000000000000001,0,0,0,0,0.348,0.052,6.0,2.0,10.333333333333334,65.75,1.0,5.0,3.6666666666666665,88.70833333333333,7.0,7.0,14.0,154.45833333333334
2,0,4,5,0,1,1,1,Night,0.4,0.76,0.9659258262890684,0.2588190451025207,0,0,0,0,0.304,0.096,2.0,2.0,7.333333333333333,65.75,4.0,1.0,2.333333333333333,88.66666666666667,6.0,3.0,9.666666666666666,154.41666666666666
2,0,4,6,0,1,1,1,Morning,0.4,0.82,1.0,6.123233995736766e-17,0,0,0,0,0.328,0.072,0.0,3.0,2.6666666666666665,65.66666666666667,16.0,5.0,7.0,89.29166666666667,16.0,8.0,9.666666666666666,154.95833333333334
2,0,4,7,0,1,1,1,Morning,0.46,0.63,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.2898,0.1702,3.0,2.0,1.6666666666666667,65.66666666666667,51.0,14.0,23.666666666666668,91.20833333333331,54.0,16.0,25.33333333333333,156.875
2,0,4,8,0,1,1,1,Morning,0.46,0.63,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.2898,0.1702,12.0,7.0,5.0,66.08333333333333,156.0,36.0,74.33333333333333,97.125,168.0,43.0,79.33333333333333,163.20833333333334
2,0,4,9,0,1,1,2,Morning,0.5,0.55,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.275,0.2249999999999999,20.0,31.0,11.666666666666666,66.625,277.0,71.0,161.33333333333334,107.16666666666669,297.0,102.0,173.0,173.79166666666666
2,0,4,10,0,1,1,2,Morning,0.52,0.55,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.286,0.2339999999999999,37.0,91.0,23.0,66.875,132.0,120.0,188.33333333333331,109.70833333333331,169.0,211.0,211.33333333333331,176.58333333333334
2,0,4,11,0,1,1,2,Morning,0.54,0.52,0.258819045102521,-0.9659258262890682,0,0,0,0,0.2808,0.2592,41.0,119.0,32.666666666666664,64.79166666666667,68.0,185.0,159.0,107.54166666666669,109.0,304.0,191.66666666666663,172.33333333333334
2,0,4,12,0,1,1,2,Afternoon,0.56,0.49,1.2246467991473532e-16,-1.0,0,1,0,0,0.2744,0.2856,36.0,167.0,38.0,61.333333333333336,87.0,187.0,95.66666666666669,103.45833333333331,123.0,354.0,133.66666666666666,164.79166666666666
2,0,4,13,0,1,1,2,Afternoon,0.56,0.49,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.2744,0.2856,60.0,181.0,45.66666666666666,56.875,124.0,162.0,93.0,100.83333333333331,184.0,343.0,138.66666666666666,157.70833333333334
2,0,4,14,0,1,1,2,Afternoon,0.58,0.49,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.2841999999999999,0.2958,41.0,170.0,45.66666666666666,51.04166666666666,128.0,191.0,113.0,99.41666666666669,169.0,361.0,158.66666666666666,150.45833333333334
2,0,4,15,0,1,1,2,Afternoon,0.6,0.43,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.258,0.342,49.0,179.0,50.0,46.0,95.0,209.0,115.66666666666669,95.41666666666669,144.0,388.0,165.66666666666666,141.41666666666666
2,0,4,16,0,1,1,1,Afternoon,0.6,0.46,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.276,0.324,64.0,161.0,51.333333333333336,41.208333333333336,112.0,182.0,111.66666666666669,91.375,176.0,343.0,163.0,132.58333333333334
2,0,4,17,0,1,1,1,Evening,0.58,0.49,-0.9659258262890684,-0.2588190451025206,1,0,0,1,0.2841999999999999,0.2958,40.0,143.0,51.0,36.16666666666666,165.0,163.0,124.0,90.66666666666669,205.0,306.0,175.0,126.83333333333331
2,0,4,18,0,1,1,1,Evening,0.64,0.31,-1.0,-1.8369701987210294e-16,1,0,0,1,0.1984,0.4416,66.0,102.0,56.66666666666666,32.958333333333336,362.0,175.0,213.0,98.95833333333331,428.0,277.0,269.6666666666667,131.91666666666666
2,0,4,19,0,1,1,1,Evening,0.56,0.46,-0.9659258262890684,0.2588190451025203,1,0,0,1,0.2576,0.3024,41.0,75.0,49.0,30.416666666666668,321.0,135.0,282.6666666666667,105.04166666666669,362.0,210.0,331.6666666666667,135.45833333333334
2,0,4,20,0,1,1,1,Evening,0.6,0.33,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.198,0.4019999999999999,42.0,44.0,49.66666666666666,29.041666666666668,244.0,97.0,309.0,109.58333333333331,286.0,141.0,358.6666666666667,138.625
2,0,4,21,0,1,1,1,Evening,0.56,0.37,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.2072,0.3528,29.0,13.0,37.333333333333336,28.416666666666668,136.0,70.0,233.66666666666663,111.20833333333331,165.0,83.0,271.0,139.625
2,0,4,22,0,1,1,1,Late Night,0.52,0.55,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.286,0.2339999999999999,20.0,21.0,30.33333333333333,28.70833333333333,131.0,49.0,170.33333333333334,113.75,151.0,70.0,200.66666666666663,142.45833333333334
2,0,4,23,0,1,1,1,Late Night,0.5,0.59,-0.2588190451025215,0.965925826289068,0,0,0,0,0.295,0.205,9.0,19.0,19.33333333333333,28.20833333333333,81.0,37.0,116.0,115.08333333333331,90.0,56.0,135.33333333333334,143.29166666666666
2,0,4,0,0,2,1,1,Night,0.5,0.55,0.0,1.0,0,0,0,0,0.275,0.2249999999999999,11.0,15.0,13.333333333333334,27.875,35.0,24.0,82.33333333333333,115.0,46.0,39.0,95.66666666666669,142.875
2,0,4,1,0,2,1,1,Night,0.46,0.63,0.2588190451025207,0.9659258262890684,0,0,0,0,0.2898,0.1702,2.0,11.0,7.333333333333333,27.33333333333333,23.0,8.0,46.333333333333336,114.95833333333331,25.0,19.0,53.66666666666666,142.29166666666666
2,0,4,2,0,2,1,1,Night,0.46,0.67,0.4999999999999999,0.8660254037844387,0,0,0,0,0.3082,0.1518,5.0,14.0,6.0,27.08333333333333,2.0,2.0,20.0,114.70833333333331,7.0,16.0,26.0,141.79166666666666
2,0,4,3,0,2,1,1,Night,0.48,0.63,0.7071067811865475,0.7071067811865476,0,0,0,0,0.3024,0.1775999999999999,8.0,6.0,5.0,26.83333333333333,5.0,1.0,10.0,114.83333333333331,13.0,7.0,15.0,141.66666666666666
2,0,4,4,0,2,1,1,Night,0.46,0.67,0.8660254037844386,0.5000000000000001,0,0,0,0,0.3082,0.1518,0.0,2.0,4.333333333333333,26.58333333333333,3.0,4.0,3.333333333333333,114.91666666666669,3.0,6.0,7.666666666666667,141.5
2,0,4,5,0,2,1,2,Night,0.46,0.72,0.9659258262890684,0.2588190451025207,0,0,0,0,0.3312,0.1288,1.0,0.0,3.0,26.541666666666668,4.0,16.0,4.0,114.91666666666669,5.0,16.0,7.0,141.45833333333334
2,0,4,6,0,2,1,2,Morning,0.48,0.67,1.0,6.123233995736766e-17,0,0,0,0,0.3216,0.1583999999999999,1.0,3.0,0.6666666666666666,26.58333333333333,17.0,51.0,8.0,114.95833333333331,18.0,54.0,8.666666666666666,141.54166666666666
2,0,4,7,0,2,1,2,Morning,0.52,0.55,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.286,0.2339999999999999,2.0,12.0,1.3333333333333333,26.541666666666668,63.0,156.0,28.0,115.45833333333331,65.0,168.0,29.33333333333333,142.0
2,0,4,8,0,2,1,2,Morning,0.5,0.68,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.34,0.1599999999999999,22.0,20.0,8.333333333333334,26.95833333333333,166.0,277.0,82.0,115.875,188.0,297.0,90.33333333333331,142.83333333333334
2,0,4,9,0,2,1,3,Morning,0.52,0.63,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.3276,0.1924,20.0,37.0,14.666666666666666,26.95833333333333,331.0,132.0,186.66666666666663,118.125,351.0,169.0,201.33333333333331,145.08333333333334
2,0,4,10,0,2,1,2,Morning,0.5,0.72,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.36,0.14,23.0,41.0,21.666666666666668,26.375,139.0,68.0,212.0,118.41666666666669,162.0,109.0,233.66666666666663,144.79166666666666
2,0,4,11,0,2,1,2,Morning,0.54,0.68,0.258819045102521,-0.9659258262890682,0,0,0,0,0.3672,0.1727999999999999,15.0,36.0,19.33333333333333,25.291666666666668,60.0,87.0,176.66666666666666,118.08333333333331,75.0,123.0,196.0,143.375
2,0,4,12,0,2,1,2,Afternoon,0.54,0.64,1.2246467991473532e-16,-1.0,0,1,0,0,0.3456,0.1944,19.0,60.0,19.0,24.58333333333333,53.0,124.0,84.0,116.66666666666669,72.0,184.0,103.0,141.25
2,0,4,13,0,2,1,2,Afternoon,0.54,0.68,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.3672,0.1727999999999999,19.0,41.0,17.666666666666668,22.875,84.0,128.0,65.66666666666667,115.0,103.0,169.0,83.33333333333333,137.875
2,0,4,14,0,2,1,2,Afternoon,0.54,0.64,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.3456,0.1944,26.0,49.0,21.33333333333333,22.25,103.0,95.0,80.0,113.95833333333331,129.0,144.0,101.33333333333331,136.20833333333334
2,0,4,15,0,2,1,2,Afternoon,0.54,0.65,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.351,0.189,19.0,64.0,21.33333333333333,21.0,88.0,112.0,91.66666666666669,113.66666666666669,107.0,176.0,113.0,134.66666666666666
2,0,4,16,0,2,1,1,Afternoon,0.56,0.52,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.2912,0.2688,44.0,40.0,29.666666666666668,20.166666666666668,83.0,165.0,91.33333333333331,112.45833333333331,127.0,205.0,121.0,132.625
2,0,4,17,0,2,1,1,Evening,0.56,0.6,-0.9659258262890684,-0.2588190451025206,1,0,0,1,0.336,0.224,30.0,66.0,31.0,19.75,162.0,362.0,111.0,112.33333333333331,192.0,428.0,142.0,132.08333333333334
2,0,4,18,0,2,1,2,Evening,0.54,0.64,-1.0,-1.8369701987210294e-16,1,0,0,1,0.3456,0.1944,39.0,41.0,37.66666666666666,18.625,372.0,321.0,205.66666666666663,112.75,411.0,362.0,243.33333333333331,131.375
2,0,4,19,0,2,1,2,Evening,0.5,0.72,-0.9659258262890684,0.2588190451025203,1,0,0,1,0.36,0.14,44.0,42.0,37.66666666666666,18.75,377.0,244.0,303.6666666666667,115.08333333333331,421.0,286.0,341.3333333333333,133.83333333333334
2,0,4,20,0,2,1,2,Evening,0.5,0.72,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.36,0.14,28.0,29.0,37.0,18.166666666666668,248.0,136.0,332.3333333333333,115.25,276.0,165.0,369.3333333333333,133.41666666666666
2,0,4,21,0,2,1,2,Evening,0.5,0.72,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.36,0.14,20.0,20.0,30.666666666666668,17.791666666666668,148.0,131.0,257.6666666666667,115.75,168.0,151.0,288.3333333333333,133.54166666666666
2,0,4,22,0,2,1,1,Late Night,0.48,0.77,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.3696,0.1103999999999999,8.0,9.0,18.666666666666668,17.291666666666668,114.0,81.0,170.0,115.04166666666669,122.0,90.0,188.66666666666663,132.33333333333334
2,0,4,23,0,2,1,1,Late Night,0.46,0.88,-0.2588190451025215,0.965925826289068,0,0,0,0,0.4048,0.0552,3.0,11.0,10.333333333333334,17.041666666666668,109.0,35.0,123.66666666666669,116.20833333333331,112.0,46.0,134.0,133.25
2,0,4,0,0,3,1,1,Night,0.44,0.88,0.0,1.0,0,0,0,0,0.3872,0.0528,11.0,2.0,7.333333333333333,17.041666666666668,41.0,23.0,88.0,116.45833333333331,52.0,25.0,95.33333333333331,133.5
2,0,4,1,0,3,1,1,Night,0.42,0.94,0.2588190451025207,0.9659258262890684,0,0,0,0,0.3948,0.0252,4.0,5.0,6.0,17.125,29.0,2.0,59.66666666666666,116.70833333333331,33.0,7.0,65.66666666666667,133.83333333333334
2,0,4,2,0,3,1,1,Night,0.42,0.94,0.4999999999999999,0.8660254037844387,0,0,0,0,0.3948,0.0252,2.0,8.0,5.666666666666667,17.0,5.0,5.0,25.0,116.83333333333331,7.0,13.0,30.666666666666668,133.83333333333334
2,0,4,3,0,3,1,1,Night,0.42,0.94,0.7071067811865475,0.7071067811865476,0,0,0,0,0.3948,0.0252,0.0,0.0,2.0,16.666666666666668,2.0,3.0,12.0,116.70833333333331,2.0,3.0,14.0,133.375
2,0,4,4,0,3,1,1,Night,0.4,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0.4,0.0,0.0,1.0,0.6666666666666666,16.666666666666668,2.0,4.0,3.0,116.66666666666669,2.0,5.0,3.6666666666666665,133.33333333333334
2,0,4,5,0,3,1,1,Night,0.4,0.94,0.9659258262890684,0.2588190451025207,0,0,0,0,0.376,0.024,5.0,1.0,1.6666666666666667,16.833333333333332,4.0,17.0,2.6666666666666665,116.66666666666669,9.0,18.0,4.333333333333333,133.5
2,0,4,6,0,3,1,1,Morning,0.42,0.94,1.0,6.123233995736766e-17,0,0,0,0,0.3948,0.0252,1.0,2.0,2.0,16.833333333333332,14.0,63.0,6.666666666666667,116.54166666666669,15.0,65.0,8.666666666666666,133.375
2,0,4,7,0,3,1,1,Morning,0.44,0.94,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.4135999999999999,0.0264,2.0,22.0,2.6666666666666665,16.833333333333332,62.0,166.0,26.666666666666668,116.5,64.0,188.0,29.33333333333333,133.33333333333334
2,0,4,8,0,3,1,1,Morning,0.62,0.69,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.4277999999999999,0.1922,26.0,20.0,9.666666666666666,17.0,211.0,331.0,95.66666666666669,118.375,237.0,351.0,105.33333333333331,135.375
2,0,4,9,0,3,1,1,Morning,0.66,0.61,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.4026,0.2574,22.0,23.0,16.666666666666668,17.083333333333332,374.0,139.0,215.66666666666663,120.16666666666669,396.0,162.0,232.33333333333331,137.25
2,0,4,10,0,3,1,1,Morning,0.62,0.69,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.4277999999999999,0.1922,27.0,15.0,25.0,17.25,170.0,60.0,251.66666666666663,121.45833333333331,197.0,75.0,276.6666666666667,138.70833333333334
2,0,4,11,0,3,1,1,Morning,0.62,0.69,0.258819045102521,-0.9659258262890682,0,0,0,0,0.4277999999999999,0.1922,45.0,19.0,31.33333333333333,18.5,86.0,53.0,210.0,122.54166666666669,131.0,72.0,241.33333333333331,141.04166666666666
2,0,4,12,0,3,1,1,Afternoon,0.7,0.48,1.2246467991473532e-16,-1.0,0,1,0,0,0.3359999999999999,0.364,31.0,19.0,34.333333333333336,19.0,87.0,84.0,114.33333333333331,123.95833333333331,118.0,103.0,148.66666666666666,142.95833333333334
2,0,4,13,0,3,1,1,Afternoon,0.7,0.48,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.3359999999999999,0.364,28.0,26.0,34.666666666666664,19.375,117.0,103.0,96.66666666666669,125.33333333333331,145.0,129.0,131.33333333333334,144.70833333333334
